joel@mo_cadd;-47.0;-23.0;2017-04-18 10:49:40
joel@mo_cadd;-47.0;-23.0;2017-04-18 10:50:31
joel@mo_cadd;-47.0;-23.0;2017-04-18 10:51:31
joel@mo_cadd;-47.0;-23.0;2017-04-18 10:52:31
joel@mo_cadd;-47.0;-23.0;2017-04-18 10:53:31
joel@mo_cadd;-47.0;-23.0;2017-04-18 10:54:31
joel@mo_cadd;-47.0;-23.0;2017-04-18 10:55:31
joel@mo_cadd;-47.0;-23.0;2017-04-18 10:56:31
joel@mo_cadd;-47.0;-23.0;2017-04-18 10:57:31
joel@mo_cadd;-47.0;-23.0;2017-04-18 10:58:31
joel@mo_cadd;-47.0;-23.0;2017-04-18 10:59:31
joel@mo_cadd;-47.0;-23.0;2017-04-18 11:00:31
joel@mo_cadd;-47.0;-23.0;2017-04-18 11:01:31
joel@mo_cadd;-47.0;-23.0;2017-04-18 11:02:31
joel@mo_cadd;-47.0;-23.0;2017-04-18 11:03:31
joel@mo_cadd;-47.0;-23.0;2017-04-18 11:04:31
joel@mo_cadd;-47.0;-23.0;2017-04-18 11:05:31
joel@mo_cadd;-47.0;-23.0;2017-04-18 11:06:31
joel@mo_cadd;-47.0;-23.0;2017-04-18 11:07:31
joel@mo_cadd;-47.0;-23.0;2017-04-18 11:08:31
joel@mo_cadd;-47.0;-23.0;2017-04-18 11:09:31
joel@mo_cadd;-47.0;-23.0;2017-04-18 11:10:31
joel@mo_cadd;-47.0;-23.0;2017-04-18 11:11:31
joel@mo_cadd;-47.0;-23.0;2017-04-18 11:12:31
joel@mo_cadd;-47.0;-23.0;2017-04-18 11:13:31
joel@mo_cadd;-47.0;-23.0;2017-04-18 11:14:31
joel@mo_cadd;-47.0;-23.0;2017-04-18 11:15:31
joel@mo_cadd;-47.0;-23.0;2017-04-18 11:16:31
joel@mo_cadd;-47.0;-23.0;2017-04-18 11:17:31
joel@mo_cadd;-47.0;-23.0;2017-04-18 11:18:31
joel@mo_cadd;-47.0;-23.0;2017-04-18 11:19:31
joel@mo_cadd;-47.0;-23.0;2017-04-18 11:20:31
joel@mo_cadd;-47.0;-23.0;2017-04-18 11:21:31
joel@mo_cadd;-47.0;-23.0;2017-04-18 11:22:31
joel@mo_cadd;-47.0;-23.0;2017-04-18 11:23:31
joel@mo_cadd;-47.0;-23.0;2017-04-18 11:24:31
joel@mo_cadd;-47.0;-23.0;2017-04-18 11:25:31
joel@mo_cadd;-47.0;-23.0;2017-04-18 11:26:31
joel@mo_cadd;-47.0;-23.0;2017-04-18 11:27:31
joel@mo_cadd;-47.0;-23.0;2017-04-18 11:28:31
joel@mo_cadd;-47.0;-23.0;2017-04-18 11:29:31
joel@mo_cadd;-47.0;-23.0;2017-04-18 11:30:31
joel@mo_cadd;-47.0;-23.0;2017-04-18 11:31:31
joel@mo_cadd;-47.0;-23.0;2017-04-18 11:32:31
joel@mo_cadd;-47.0;-23.0;2017-04-18 11:33:31
joel@mo_cadd;-47.0;-23.0;2017-04-18 11:34:31
joel@mo_cadd;-47.0;-23.0;2017-04-18 11:35:31
joel@mo_cadd;-47.0;-23.0;2017-04-18 11:36:31
joel@mo_cadd;-47.0;-23.0;2017-04-18 11:37:31
joel@mo_cadd;-47.0;-23.0;2017-04-18 11:38:31
joel@mo_cadd;-47.0;-23.0;2017-04-18 11:39:31
